COD_FACTURA,DATE_FACTURA,DESC_PRODUCTE,COD_PROVEIDOR,F_QUANTITAT,F_IVA,F_PREU_SENSE_IVA_UNITAT,F_PVP_UNITAT,F_TOTAL_SENSE_IVA,F_PVP_TOTAL
FRA 64,2023-01-19,TRELLIS,VARIS,2,0.21,1.66,2.1,3.32,4.2
FRA 64,2023-01-19,IR18027,IRIGINALS,1,0.21,3.91,4.95,3.91,4.95
FRA 63,2023-01-18,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 63,2023-01-18,81049 PORTA BOTIGA,CREAL,1,0.21,9.95,12.6,9.95,12.6
FRA 63,2023-01-18,DIY786A,STREETS AHEAD,1,0.21,5.06,6.4,5.06,6.4
FRA 63,2023-01-18,PAPER RAJOLA,W&M,2,0.21,3.63,4.6,7.27,9.2
FRA 62,2023-01-18,METACRILATO VENTANA,ALLAU,1,0.21,9.48,12.0,9.48,12.0
FRA 62,2023-01-18,VENTANA BUHARDILLA,ALLAU,1,0.21,12.64,16.0,12.64,16.0
FRA 62,2023-01-18,797547 TIRADOR,CREAL,4,0.21,1.42,1.8,5.69,7.2
FRA 62,2023-01-18,34360,CREAL,2,0.21,3.63,4.6,7.27,9.2
FRA 62,2023-01-18,34363,CREAL,1,0.21,3.63,4.6,3.63,4.6
FRA 62,2023-01-18,79693 CORNISA,CREAL,2,0.21,2.13,2.7,4.27,5.4
FRA 62,2023-01-18,79693 ZÓCALO,CREAL,2,0.21,2.13,2.7,4.27,5.4
FRA 62,2023-01-18,79724 MARCO,CREAL,2,0.21,3.16,4.0,6.32,8.0
FRA 61,2023-01-18,PARTE MONTAJE PENDIENTE,MÀ D'OBRA,1,0.21,18.6,23.55,18.6,23.55
FRA 61,2023-01-18,TU A3 0227,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 61,2023-01-18,DECORACIÓN ORO,W&M,1,0.21,10.59,13.4,10.59,13.4
FRA 61,2023-01-18,DEV. ESPIGA BLANCA,STREETS AHEAD,1,0.21,-5.06,-6.4,-5.06,-6.4
FRA 61,2023-01-18,DEV. MARMOL CLARO,W&M,1,0.21,-10.31,-13.05,-10.31,-13.05
FRA 61,2023-01-18,DEV. PAPEL ROSA PALO,CREAL,1,0.21,-11.14,-14.1,-11.14,-14.1
FRA 61,2023-01-18,DEV. BALDOSA COCINA,W&M,1,0.21,-7.35,-9.3,-7.35,-9.3
FRA 60,2023-01-17,TACKY GLUE,CHOPO,2,0.21,6.32,8.0,12.64,16.0
FRA 59,2023-01-17,2236 PLAFÓ LED,CREAL,1,0.21,18.25,23.1,18.25,23.1
FRA 59,2023-01-17,BINDELS,BINDELS,1,0.21,1.26,1.6,1.26,1.6
FRA 59,2023-01-17,TAULA REUTTER,VEGA,2,0.21,12.25,15.5,24.49,31.0
FRA 59,2023-01-17,EMBELLIDORS DAURATS,CHOPO,1,0.21,1.58,2.0,1.58,2.0
FRA 59,2023-01-17,MIRALLS LATERALS,ALLAU,1,0.21,42.66,54.0,42.66,54.0
FRA 59,2023-01-17,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 58,2023-01-17,CAIXA REGISTRADORA,VARIS,1,0.21,11.06,14.0,11.06,14.0
FRA 58,2023-01-17,ROSETÓ,STREETS AHEAD,1,0.21,2.77,3.5,2.77,3.5
FRA 58,2023-01-17,PROTECTOR MOSTRADOR,ALLAU,1,0.21,5.53,7.0,5.53,7.0
FRA 58,2023-01-17,EMBELLIDORS DAURATS,CHOPO,1,0.21,1.58,2.0,1.58,2.0
FRA 58,2023-01-17,TAULA REUTTER,VEGA,2,0.21,12.25,15.5,24.49,31.0
FRA 58,2023-01-17,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 57,2023-01-17,REPETICIONES,ALLAU,1,0.21,6.32,8.0,6.32,8.0
FRA 57,2023-01-17,BIOMBO,ALLAU,1,0.21,18.17,23.0,18.17,23.0
FRA 57,2023-01-17,ARMARIO,ALLAU,1,0.21,28.4,35.95,28.4,35.95
FRA 57,2023-01-17,MESITA NOCHE,ALLAU,2,0.21,14.18,17.95,28.36,35.9
FRA 57,2023-01-17,CAMA,ALLAU,1,0.21,15.76,19.95,15.76,19.95
FRA 57,2023-01-17,MUEBLE BAÑO,ALLAU,1,0.21,12.6,15.95,12.6,15.95
FRA 57,2023-01-17,FRONTAL+BASE+VENTANAS+SEPARADOR,ALLAU,1,0.21,54.51,69.0,54.51,69.0
FRA 57,2023-01-17,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 57,2023-01-17,79993 PARQUET S/P,CREAL,1,0.21,21.88,27.7,21.88,27.7
FRA 56,2023-01-16,VITRINA,STOCK DRAP,1,0.21,59.25,75.0,59.25,75.0
FRA 56,2023-01-16,CASA VICTORIANA ROSA MONTADA,STREETS AHEAD,1,0.21,252.8,320.0,252.8,320.0
FRA 56,2023-01-16,DEV. CASA,STREETS AHEAD,1,0.21,-276.5,-350.0,-276.5,-350.0
FRA 55,2023-01-13,BOSSA,BOSSES,1,0.21,0.12,0.15,0.12,0.15
FRA 55,2023-01-13,75500 BOL OUS,CREAL,1,0.21,2.05,2.6,2.05,2.6
FRA 55,2023-01-13,D050 CISTELLA LLETS,STREETS AHEAD,1,0.21,2.84,3.6,2.84,3.6
FRA 55,2023-01-13,D1170 CAIXES GALETES,STREETS AHEAD,1,0.21,5.37,6.8,5.37,6.8
FRA 55,2023-01-13,6553 JOC CAFÉ,STREETS AHEAD,1,0.21,12.88,16.3,12.88,16.3
FRA 55,2023-01-13,GALETES,ARTESANIA,1,0.21,9.48,12.0,9.48,12.0
FRA 55,2023-01-13,PASTÍS,ANA,1,0.21,6.28,7.95,6.28,7.95
FRA 55,2023-01-13,DF1511 APARADOR,STREETS AHEAD,1,0.21,11.14,14.1,11.14,14.1
FRA 54,2023-01-13,ORCHARD,STREETS AHEAD,1,0.21,300.2,380.0,300.2,380.0
FRA 53,2023-01-13,CASA DE NINES,STREETS AHEAD,1,0.21,276.5,350.0,276.5,350.0
FRA 52,2023-01-13,FA391K CUADRE,AZTEC,1,0.21,3.71,4.7,3.71,4.7
FRA 52,2023-01-13,FA391K CUADRE,AZTEC,1,0.21,3.71,4.7,3.71,4.7
FRA 52,2023-01-13,23127 TAULA BLAVA,VEGA,1,0.21,5.29,6.7,5.29,6.7
FRA 52,2023-01-13,23140 CADIRA DOBLE,VEGA,1,0.21,5.69,7.2,5.69,7.2
FRA 51,2023-01-13,BOLSA,BOSSES,1,0.21,0.12,0.15,0.12,0.15
FRA 51,2023-01-13,TACKY GLUE,CHOPO,1,0.21,6.32,8.0,6.32,8.0
FRA 51,2023-01-13,PAPEL BALDOSA,W&M,7,0.21,3.63,4.6,25.44,32.199999999999996
FRA 50,2023-01-13,BOSSA,BOSSES,1,0.21,0.16,0.2,0.16,0.2
FRA 50,2023-01-13,84109 ALFOMBRA,CREAL,1,0.21,6.08,7.7,6.08,7.7
FRA 50,2023-01-13,84206 ALFOMBRA,CREAL,1,0.21,2.92,3.7,2.92,3.7
FRA 49,2023-01-12,TACKY GLUE,CHOPO,1,0.21,6.32,8.0,6.32,8.0
FRA 49,2023-01-12,879838 PAPER PARET,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 49,2023-01-12,PAPER RAJOLA,W&M,4,0.21,3.63,4.6,14.54,18.4
FRA 48,2023-01-11,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 48,2023-01-11,24448 COTXE ANTIC,VEGA,1,0.21,29.86,37.8,29.86,37.8
FRA 48,2023-01-11,330178 MAQ. COSIR,CREAL,1,0.21,18.64,23.6,18.64,23.6
FRA 47,2023-01-11,82019 FINESTRA,CREAL,1,0.21,7.11,9.0,7.11,9.0
FRA 47,2023-01-11,81019 PORTA INT.,CREAL,1,0.21,8.29,10.5,8.29,10.5
FRA 46,2023-01-11,719982 ESQUIS,CREAL,1,0.21,6.56,8.3,6.56,8.3
FRA 45,2023-01-10,TACKY GLUE,CHOPO,1,0.21,6.32,8.0,6.32,8.0
FRA 45,2023-01-10,390570 CADIRA ALTA BAR,CREAL,2,0.21,34.29,43.4,68.57,86.8
FRA 45,2023-01-10,389770 SOFÀ CHESTER,CREAL,1,0.21,32.31,40.9,32.31,40.9
FRA 45,2023-01-10,MIRALLS LATERALS,ALLAU,1,0.21,42.66,54.0,42.66,54.0
FRA 45,2023-01-10,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 44,2023-01-10,ENCHUFE + PILA,CREAL,1,0.21,1.98,2.5,1.98,2.5
FRA 44,2023-01-10,22721 TEJAS,VEGA,1,0.21,8.61,10.9,8.61,10.9
FRA 44,2023-01-10,DARK LICHEN JDGLS,STREETS AHEAD,1,0.21,2.37,3.0,2.37,3.0
FRA 44,2023-01-10,2560 LUCES CHIMENEA,CREAL,1,0.21,3.71,4.7,3.71,4.7
FRA 43,2023-01-10,DIY658 2 CHIMENEAS,STREETS AHEAD,1,0.21,2.29,2.9,2.29,2.9
FRA 42,2023-01-10,DEV. VARIOS,STREETS AHEAD,1,0.21,-5.06,-6.4,-5.06,-6.4
FRA 42,2023-01-10,"TECHO, TRASERA, LATERALES",ALLAU,1,0.21,48.98,62.0,48.98,62.0
FRA 42,2023-01-10,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 41,2023-01-10,27260 SILLA,CREAL,1,0.21,5.53,7.0,5.53,7.0
FRA 40,2023-01-09,PIPA I PLAT,STOCK DRAP,1,0.21,15.01,19.0,15.01,19.0
FRA 40,2023-01-09,CANELOBRE,STOCK DRAP,1,0.21,18.96,24.0,18.96,24.0
FRA 39,2023-01-09,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 39,2023-01-09,24920 LAMP. SOSTRE,CREAL,1,0.21,22.59,28.6,22.59,28.6
FRA 39,2023-01-09,2426 LAMP. PEU,CREAL,1,0.21,19.67,24.9,19.67,24.9
FRA 39,2023-01-09,2434 LAMP. PEU,CREAL,1,0.21,18.09,22.9,18.09,22.9
FRA 39,2023-01-09,2543 RECANVI LAMP. PIN,CREAL,2,0.21,1.98,2.5,3.95,5.0
FRA 39,2023-01-09,2592 ALLARGADORS,CREAL,2,0.21,5.37,6.8,10.74,13.6
FRA 38,2023-01-09,30771 RENTADORA,CREAL,1,0.21,11.06,14.0,11.06,14.0
FRA 38,2023-01-09,309479 MOSTRADOR,CREAL,1,0.21,10.67,13.5,10.67,13.5
FRA 38,2023-01-09,27879 ESTANT. 1 COS,CREAL,1,0.21,11.3,14.3,11.3,14.3
FRA 37,2023-01-09,72850 MAQ. COSIR,CREAL,1,0.21,6.71,8.5,6.71,8.5
FRA 37,2023-01-09,MSC 20,ALLAU,1,0.21,4.7,5.95,4.7,5.95
FRA 37,2023-01-09,KIT EXPOSITOR GIRATORI,CARME,1,0.21,18.96,24.0,18.96,24.0
FRA 36,2023-01-05,GLOSS VARNISH,CHOPO,1,0.21,3.91,4.95,3.91,4.95
FRA 36,2023-01-05,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 36,2023-01-05,389670 BUTACA CHESTER,CREAL,1,0.21,28.68,36.3,28.68,36.3
FRA 35,2023-01-05,TORTELL REIS,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 34,2023-01-05,2793 CONJ. BANY (5PCS),CREAL,1,0.21,23.62,29.9,23.62,29.9
FRA 33,2023-01-05,RESTA CASA NINES,STREETS AHEAD,1,0.21,158.0,200.0,158.0,200.0
FRA 32,2023-01-05,361570 COSTURER,CREAL,1,0.21,31.21,39.5,31.21,39.5
FRA 31,2023-01-05,D748 JOC BAR,STREETS AHEAD,1,0.21,1.42,1.8,1.42,1.8
FRA 31,2023-01-05,D1185 MOLINET CAFÉ,STREETS AHEAD,1,0.21,1.5,1.9,1.5,1.9
FRA 31,2023-01-05,D1170 CAIXES GALETES,STREETS AHEAD,1,0.21,5.37,6.8,5.37,6.8
FRA 31,2023-01-05,TORTELL REIS,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 31,2023-01-05,386470 ESCRIPTORI DAVENPORT,CREAL,1,0.21,37.92,48.0,37.92,48.0
FRA 31,2023-01-05,381670 CADIRA DAVENPORT,CREAL,1,0.21,38.71,49.0,38.71,49.0
FRA 30,2023-01-05,361570 COSTURER,CREAL,1,0.21,31.76,40.2,31.76,40.2
FRA 29,2023-01-05,CAFETERA,CREAL,1,0.21,5.69,7.2,5.69,7.2
FRA 29,2023-01-05,TRANSISTOR,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 28,2023-01-05,CUADRE JAPONÉS,CAROL,1,0.21,9.48,12.0,9.48,12.0
FRA 28,2023-01-05,TRANSISTOR,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 28,2023-01-05,NINO NEU,STREETS AHEAD,1,0.21,7.9,10.0,7.9,10.0
FRA 28,2023-01-05,POLVORONES,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 28,2023-01-05,TORTELL,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 27,2023-01-04,LLAPISOS COLORS,AZTEC,1,0.21,5.13,6.5,5.13,6.5
FRA 27,2023-01-04,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 27,2023-01-04,5719 TAULA DESPATX,STREETS AHEAD,1,0.21,31.21,39.5,31.21,39.5
FRA 27,2023-01-04,CADIRA,VARIS,1,0.21,6.32,8.0,6.32,8.0
FRA 27,2023-01-04,DF1517 TAMBORET,STREETS AHEAD,1,0.21,2.29,2.9,2.29,2.9
FRA 26,2023-01-04,BAGUL NÚM. 4,OLGA,1,0.21,31.6,40.0,31.6,40.0
FRA 25,2023-01-04,D1300 MOLDES,STREETS AHEAD,1,0.21,2.37,3.0,2.37,3.0
FRA 25,2023-01-04,724514 CUCHARON,CREAL,1,0.21,0.79,1.0,0.79,1.0
FRA 25,2023-01-04,72453 SARTEN P,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 25,2023-01-04,72452 SARTEN G,CREAL,1,0.21,1.5,1.9,1.5,1.9
FRA 25,2023-01-04,72454 PAELLERA,CREAL,1,0.21,1.5,1.9,1.5,1.9
FRA 25,2023-01-04,72455 CAZUELA TAPA,CREAL,1,0.21,1.66,2.1,1.66,2.1
FRA 25,2023-01-04,724513 CAZO,CREAL,1,0.21,0.95,1.2,0.95,1.2
FRA 25,2023-01-04,19200 BAND. SERVIR,CREAL,1,0.21,4.74,6.0,4.74,6.0
FRA 25,2023-01-04,CONJ. BAÑO 5 PCS,CREAL,1,0.21,22.67,28.7,22.67,28.7
FRA 24,2023-01-04,HAI06 MONTADA,ALLAU,1,0.21,6.28,7.95,6.28,7.95
FRA 23,2023-01-04,DF1165 SOFÀ,STREETS AHEAD,1,0.21,11.53,14.6,11.53,14.6
FRA 22,2023-01-04,RECANVI BOMBETA,CREAL,1,0.21,2.84,3.6,2.84,3.6
FRA 22,2023-01-04,BOSSA,BOSSES,2,0.21,0.2,0.25,0.4,0.5
FRA 22,2023-01-04,3020 CUINA CARBÓ,CREAL,1,0.21,29.62,37.5,29.62,37.5
FRA 22,2023-01-04,DF101 PICA PORCELLANA,STREETS AHEAD,1,0.21,12.01,15.2,12.01,15.2
FRA 22,2023-01-04,4826 LLIT DE FERRO,STREETS AHEAD,1,0.21,29.78,37.7,29.78,37.7
FRA 22,2023-01-04,2 GERROS,VEGA,1,0.21,1.9,2.4,1.9,2.4
FRA 22,2023-01-04,76230 CANELOBRE,CREAL,1,0.21,3.71,4.7,3.71,4.7
FRA 22,2023-01-04,LLAR DE FOC,STOCK DRAP,1,0.21,15.01,19.0,15.01,19.0
FRA 22,2023-01-04,31000 SOFÀ,CREAL,1,0.21,19.43,24.6,19.43,24.6
FRA 22,2023-01-04,31003 BUTACA,CREAL,1,0.21,18.49,23.4,18.49,23.4
FRA 22,2023-01-04,AMERICANA,CHOPO,6,0.21,3.32,4.2,19.91,25.200000000000003
FRA 22,2023-01-04,CINTA DOBLE CARA,CHOPO,1,0.21,3.87,4.9,3.87,4.9
FRA 22,2023-01-04,TU A3-0273,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 22,2023-01-04,TU A3-0004,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 22,2023-01-04,DIY757B,STREETS AHEAD,1,0.21,2.21,2.8,2.21,2.8
FRA 22,2023-01-04,DIY757C,STREETS AHEAD,1,0.21,2.37,3.0,2.37,3.0
FRA 22,2023-01-04,MOQUETA,STREETS AHEAD,1,0.21,3.67,4.65,3.67,4.65
FRA 21,2023-01-04,22048 ESCRITORIO S/P,VEGA,1,0.21,4.74,6.0,4.74,6.0
FRA 21,2023-01-04,LACE STICKER,AZTEC,1,0.21,5.53,7.0,5.53,7.0
FRA 20,2023-01-04,REGLETA DE 6,CREAL,1,0.21,11.22,14.2,11.22,14.2
FRA 19,2023-01-04,REGLETA DE 6,CREAL,1,0.21,5.61,7.1,5.61,7.1
FRA 19,2023-01-04,22901 TIRA LED DE 6,CREAL,1,0.21,10.67,13.5,10.67,13.5
FRA 19,2023-01-04,22905 ENDOLL TIRA LED,CREAL,1,0.21,3.87,4.9,3.87,4.9
FRA 19,2023-01-04,2548 ENDOLLS,CREAL,1,0.21,3.08,3.9,3.08,3.9
FRA 19,2023-01-04,2549 TRANSFORMADOR,CREAL,1,0.21,28.52,36.1,28.52,36.1
FRA 19,2023-01-04,PA,CAROL,5,0.21,6.32,8.0,31.6,40.0
FRA 19,2023-01-04,BOSSA BOLES,VEGA,1,0.21,2.21,2.8,2.21,2.8
FRA 19,2023-01-04,STICKER POINT,W&M,3,0.21,1.5,1.9,4.5,5.699999999999999
FRA 19,2023-01-04,77070 POTS PLENS,CREAL,1,0.21,3.16,4.0,3.16,4.0
FRA 19,2023-01-04,D1170 CAIXES GALETES,STREETS AHEAD,1,0.21,5.37,6.8,5.37,6.8
FRA 19,2023-01-04,GLOSS VARNISH,CHOPO,1,0.21,3.91,4.95,3.91,4.95
FRA 19,2023-01-04,AMERICANA BUTTER,CHOPO,1,0.21,3.32,4.2,3.32,4.2
FRA 19,2023-01-04,AMERICANA BL.,CHOPO,1,0.21,3.32,4.2,3.32,4.2
FRA 19,2023-01-04,PLANTA ARTESANIA,ROSA,1,0.21,16.59,21.0,16.59,21.0
FRA 19,2023-01-04,G7261 VARIAT POTS,AZTEC,1,0.21,7.66,9.7,7.66,9.7
FRA 18,2023-01-03,BOSSA,BOSSES,1,0.21,0.16,0.2,0.16,0.2
FRA 18,2023-01-03,PIANO CUA,CIAF,1,0.21,35.55,45.0,35.55,45.0
FRA 17,2023-01-03,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 17,2023-01-03,GOTS VARIATS,AZTEC,1,0.21,7.66,9.7,7.66,9.7
FRA 17,2023-01-03,73561 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 17,2023-01-03,73901 AMPOLLES,CREAL,1,0.21,1.42,1.8,1.42,1.8
FRA 17,2023-01-03,73562 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 17,2023-01-03,73902 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 17,2023-01-03,73903 AMPOLLES,CREAL,1,0.21,1.03,1.3,1.03,1.3
FRA 17,2023-01-03,36951 COPAS VIDRE,CREAL,1,0.21,6.87,8.7,6.87,8.7
FRA 16,2023-01-03,PLANTA PIS,ALLAU,1,0.21,114.55,145.0,114.55,145.0
FRA 16,2023-01-03,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 16,2023-01-03,ESTANTERIA MODERN.,ALLAU,1,0.21,9.44,11.95,9.44,11.95
FRA 15,2023-01-03,383270 TAULA RODONA,CREAL,1,0.21,39.46,49.95,39.46,49.95
FRA 14,2023-01-03,25941 REGLETA,CREAL,1,0.21,13.43,17.0,13.43,17.0
FRA 13,2023-01-03,4 CUADROS,VARIS,1,0.21,6.32,8.0,6.32,8.0
FRA 13,2023-01-03,CENTRO ROSAS,VARIS,1,0.21,4.74,6.0,4.74,6.0
FRA 12,2023-01-03,2298 LAMP. TAULA LED,CREAL,1,0.21,19.04,24.1,19.04,24.1
FRA 12,2023-01-03,CAIXA BOMBONS,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 12,2023-01-03,GUARNIMENT ESTANT.,ALLAU,1,0.21,7.86,9.95,7.86,9.95
FRA 12,2023-01-03,PANELLS LATERALS I ARRAM. FRONTAL,ALLAU,1,0.21,53.72,68.0,53.72,68.0
FRA 12,2023-01-03,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 11,2023-01-03,2226 LÁMPARA PIE LED,CREAL,1,0.21,16.98,21.5,16.98,21.5
FRA 11,2023-01-03,CORDÓN DORADO,VEGA,2,0.21,1.34,1.7,2.69,3.4
FRA 11,2023-01-03,APARADOR COCINA,Total,1,0.21,17.34,21.95,17.34,21.95
FRA 11,2023-01-03,MESA COMEDOR,ALLAU,1,0.21,11.81,14.95,11.81,14.95
FRA 11,2023-01-03,MESA BAJA,ALLAU,1,0.21,7.07,8.95,7.07,8.95
FRA 11,2023-01-03,BUTACA SALÓN,ALLAU,2,0.21,10.23,12.95,20.46,25.9
FRA 11,2023-01-03,SILLÓN SALÓN,ALLAU,1,0.21,11.81,14.95,11.81,14.95
FRA 11,2023-01-03,SILLA COMEDOR,ALLAU,2,0.21,11.81,14.95,23.62,29.9
FRA 11,2023-01-03,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 10,2023-01-03,PESEBRE EN NUEZ,CREAL,1,0.21,3.56,4.5,3.56,4.5
FRA 10,2023-01-03,FIGURAS PESEBRE,CREAL,1,0.21,1.9,2.4,1.9,2.4
FRA 10,2023-01-03,ROSA S. JORDI,CAROL,1,0.21,14.22,18.0,14.22,18.0
FRA 9,2023-01-03,TEST ESCAYOLA,STOCK DRAP,1,0.21,8.41,10.65,8.41,10.65
FRA 9,2023-01-03,TEST ESMALTAT,ARTESANIA,1,0.21,4.74,6.0,4.74,6.0
FRA 9,2023-01-03,FIGURA DE JARDÍ,STREETS AHEAD,1,0.21,3.16,4.0,3.16,4.0
FRA 8,2023-01-03,CL05,JACOMINIS,1,0.21,14.97,18.95,14.97,18.95
FRA 8,2023-01-03,CL04,JACOMINIS,1,0.21,11.02,13.95,11.02,13.95
FRA 8,2023-01-03,22901 TIRA LED DE 6,CREAL,2,0.21,7.43,9.4,14.85,18.8
FRA 8,2023-01-03,22905 ENDOLL TIRA LED,CREAL,1,0.21,1.98,2.5,1.98,2.5
FRA 8,2023-01-03,2214 TIFFANY LED,CREAL,1,0.21,15.25,19.3,15.25,19.3
FRA 8,2023-01-03,ESTANT CAOBA,STOCK DRAP,1,0.21,2.77,3.5,2.77,3.5
FRA 8,2023-01-03,TINT CAOBA,CHOPO,1,0.21,3.95,5.0,3.95,5.0
FRA 7,2023-01-03,DF1570 BUTACA,STREETS AHEAD,1,0.21,6.56,8.3,6.56,8.3
FRA 6,2023-01-03,TABLA PLANCHAR COMPLETA,J.L. CASES,1,0.21,27.65,35.0,27.65,35.0
FRA 5,2023-01-02,HIVERNACLE EN KIT,STREETS AHEAD,1,0.21,39.46,49.95,39.46,49.95
FRA 4,2023-01-02,4053 VAIXELLA,STREETS AHEAD,1,0.21,12.25,15.5,12.25,15.5
FRA 4,2023-01-02,77110 POTS CUINA,CREAL,1,0.21,3.16,4.0,3.16,4.0
FRA 4,2023-01-02,70550 POMES,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 4,2023-01-02,70620 TOMÀQUETS,CREAL,1,0.21,1.66,2.1,1.66,2.1
FRA 4,2023-01-02,5947 4 PLATS,STREETS AHEAD,1,0.21,5.29,6.7,5.29,6.7
FRA 4,2023-01-02,27109 APARADOR S/P,CREAL,1,0.21,14.54,18.4,14.54,18.4
FRA 3,2023-01-02,BESTRETA AMBER HOUSE,STREETS AHEAD,1,0.21,39.5,50.0,39.5,50.0
FRA 2,2023-01-02,D699E ALFOMBRA,STREETS AHEAD,1,0.21,4.58,5.8,4.58,5.8
FRA 2,2023-01-02,75562 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 2,2023-01-02,73040 JOC PICAR,CREAL,1,0.21,1.58,2.0,1.58,2.0
FRA 2,2023-01-02,71220 ARROSSEGADOR BLOCS,CREAL,1,0.21,2.37,3.0,2.37,3.0
FRA 2,2023-01-02,74170 CISTELLA,CREAL,1,0.21,1.11,1.4,1.11,1.4
FRA 2,2023-01-02,PAELLA OUS,CAROL,1,0.21,22.12,28.0,22.12,28.0
FRA 2,2023-01-02,ESTOVALLES TU I JO,ARTESANIA,1,0.21,9.44,11.95,9.44,11.95
FRA 1,2023-01-02,CASA NUM. 4,SCRAP NOLI,1,0.21,11.85,15.0,11.85,15.0
FRA 1,2023-01-02,AMBIENT 1:48 DORMITORI,AZTEC,1,0.21,2.78,3.52,2.78,3.52
FRA 1,2023-01-02,72850 MAQ. COSIR,CREAL,1,0.21,5.04,6.38,5.04,6.38
FRA 1,2023-01-02,MICRO,CIAF,1,0.21,7.11,9.0,7.11,9.0
